央视频道,#genre#
广东卫视,http://111.15.174.107:8969/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://61.136.67.238:50085/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://36.136.77.71:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://125.70.165.51:9901/tsfile/live/faacts/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://36.136.77.71:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://125.70.165.51:9901/tsfile/live/faacts/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://223.159.8.43:8099/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://125.70.165.51:9901/tsfile/live/faacts/0113_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://36.136.77.71:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://36.136.77.71:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://125.70.165.51:9901/tsfile/live/faacts/0113_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://61.136.67.238:50085/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://223.159.8.43:8099/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://59.62.8.250:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://125.70.165.51:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
新疆卫视,http://125.70.165.51:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0
旅游卫视,http://36.136.77.71:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://36.136.77.71:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
